1e-05	12	0.25	0.13683	0.28458	0.14737	0.15534	0.15125	0.072272	4.3554
0.0001	12	0.25	0.13683	0.28458	0.14737	0.15534	0.15125	0.072272	4.4612
0.001	12	0.2525	0.13794	0.28792	0.14829	0.15669	0.15237	0.073394	4.5654
0.01	12	0.25	0.1368	0.285	0.14739	0.15538	0.15128	0.072295	4.3329
0.1	12	0.25125	0.13821	0.28625	0.14776	0.15608	0.15181	0.072788	4.2512
1	12	0.25833	0.13838	0.28583	0.15098	0.15647	0.15368	0.075632	4.5369
10	12	0.26375	0.14689	0.29292	0.15675	0.16352	0.16006	0.082335	4.3979
100	12	0.24667	0.14362	0.27042	0.15077	0.15887	0.15471	0.076065	4.2674
1000	12	0.24208	0.13897	0.2675	0.14715	0.15478	0.15087	0.071936	4.1427
10000	12	0.24125	0.14165	0.2675	0.14749	0.15727	0.15222	0.072844	4.2036
1e-05	30	0.25292	0.13883	0.28458	0.14339	0.1627	0.15243	0.070464	5.0894
0.0001	30	0.25292	0.13883	0.28458	0.14339	0.1627	0.15243	0.070464	5.0331
0.001	30	0.25292	0.13883	0.28458	0.14339	0.1627	0.15243	0.070464	5.3193
0.01	30	0.25292	0.13907	0.28458	0.14407	0.16296	0.15293	0.071141	5.2545
0.1	30	0.25333	0.13941	0.285	0.14434	0.16311	0.15315	0.071426	5.0077
1	30	0.25375	0.14241	0.28708	0.1467	0.16399	0.15486	0.073753	5.2753
10	30	0.27042	0.14901	0.29458	0.15176	0.16995	0.16034	0.079678	5.2157
100	30	0.26	0.1467	0.26917	0.15517	0.16196	0.1585	0.080599	5.2298
1000	30	0.25417	0.14308	0.26708	0.15288	0.15789	0.15534	0.077592	5.4281
10000	30	0.2575	0.13891	0.26542	0.15481	0.16211	0.15837	0.080327	5.3485
1e-05	40	0.255	0.13923	0.28542	0.14315	0.16601	0.15373	0.070971	5.9363
0.0001	40	0.255	0.13923	0.28542	0.14315	0.16601	0.15373	0.070971	6.4571
0.001	40	0.255	0.13923	0.28542	0.14315	0.16601	0.15373	0.070971	6.3144
0.01	40	0.255	0.13876	0.28542	0.14291	0.16601	0.1536	0.070747	6.1607
0.1	40	0.25542	0.13911	0.28583	0.1432	0.16629	0.15388	0.071077	6.2911
1	40	0.25542	0.13975	0.28625	0.14225	0.16593	0.15318	0.07012	6.4081
10	40	0.26958	0.15048	0.29542	0.15134	0.17038	0.1603	0.079417	5.3793
100	40	0.26	0.1452	0.28042	0.15329	0.16481	0.15884	0.079737	5.2325
