0.001	50	0.70476	0.65361	0.74286	0.50916	0.67521	0.58054	0.50171	1.2834
0.01	50	0.71905	0.63948	0.75238	0.50814	0.68703	0.58419	0.50527	1.1703
0.1	50	0.7	0.63807	0.73333	0.49696	0.69852	0.58075	0.49961	1.1903
1	50	0.71905	0.6106	0.72381	0.55104	0.62759	0.58683	0.51519	1.5154
10	50	0.75714	0.61694	0.75714	0.60458	0.62365	0.61397	0.55065	1.7087
100	50	0.74286	0.61832	0.74286	0.61118	0.61741	0.61428	0.55177	1.0427
1000	50	0.66667	0.55217	0.68571	0.51132	0.52644	0.51877	0.43992	1.0726
10000	50	0.67143	0.55837	0.69524	0.51884	0.53826	0.52837	0.45076	1.0992
1e-05	60	0.66667	0.64963	0.71905	0.46382	0.69885	0.55758	0.46901	1.3316
0.0001	60	0.6381	0.5972	0.66667	0.43916	0.66141	0.52785	0.43334	1.2922
0.001	60	0.6619	0.60653	0.70952	0.42883	0.63218	0.51102	0.41415	1.4171
0.01	60	0.70952	0.66143	0.74762	0.49051	0.71264	0.58107	0.49866	1.1946
0.1	60	0.67619	0.61957	0.71429	0.4326	0.66502	0.5242	0.42803	1.2399
1	60	0.7381	0.64652	0.7381	0.52882	0.68998	0.59875	0.52396	1.3994
10	60	0.72857	0.61926	0.72857	0.55545	0.59704	0.5755	0.50422	1.1537
100	60	0.7381	0.59843	0.7381	0.60071	0.60821	0.60444	0.54025	1.1241
1000	60	0.6381	0.49338	0.64286	0.47559	0.48637	0.48092	0.3962	1.079
10000	60	0.64286	0.4977	0.65238	0.48055	0.49097	0.48571	0.40181	1.0696
1e-05	70	0.68095	0.6153	0.71429	0.46463	0.64499	0.54015	0.45171	1.842
0.0001	70	0.71905	0.60851	0.71905	0.4684	0.60854	0.52935	0.44182	1.2959
0.001	70	0.67619	0.61728	0.70952	0.44435	0.66338	0.53221	0.43897	1.2672
0.01	70	0.68095	0.61949	0.71429	0.43579	0.69655	0.53615	0.44066	1.2762
0.1	70	0.58571	0.62414	0.66667	0.41008	0.74516	0.52903	0.42634	1.3908
1	70	0.70476	0.61405	0.70476	0.49609	0.64631	0.56132	0.47962	1.3112
10	70	0.71905	0.61366	0.71905	0.56273	0.59507	0.57845	0.50832	1.2757
100	70	0.74286	0.61239	0.74286	0.60737	0.61675	0.61203	0.54896	1.3063
1000	70	0.60952	0.49618	0.62857	0.4499	0.4601	0.45494	0.36599	1.3648
10000	70	0.63333	0.4845	0.6381	0.46612	0.48571	0.47572	0.38922	1.3598
1e-05	80	0.51429	0.45004	0.54762	0.29635	0.56223	0.38812	0.25223	1.3947
0.0001	80	0.52381	0.48434	0.55714	0.31128	0.578	0.40464	0.27363	1.5866
0.001	80	0.64762	0.56111	0.68571	0.47438	0.58062	0.52215	0.43601	1.4035
0.01	80	0.64762	0.56713	0.68571	0.43978	0.57438	0.49815	0.40456	1.4981
0.1	80	0.63333	0.53964	0.66667	0.42384	0.62233	0.50426	0.40624	1.4764
1	80	0.65238	0.5615	0.68571	0.42035	0.65944	0.51342	0.41413	1.4117
10	80	0.73333	0.61233	0.73333	0.56647	0.65911	0.60929	0.54075	1.3368
100	80	0.73333	0.60466	0.73333	0.5989	0.60558	0.60222	0.53772	1.4356
1000	80	0.63333	0.49833	0.63333	0.47431	0.49721	0.48549	0.40032	1.2935
10000	80	0.66667	0.50677	0.66667	0.49241	0.51166	0.50185	0.4198	1.1891
1e-05	7	0.77619	0.66704	0.77619	0.64849	0.67192	0.66	0.60409	1.1006
0.0001	7	0.77619	0.66704	0.77619	0.64849	0.67192	0.66	0.60409	0.94128
0.001	7	0.77619	0.67696	0.77619	0.65238	0.6798	0.66581	0.61068	1.0242
0.01	7	0.8	0.70455	0.8	0.67831	0.70772	0.6927	0.64197	0.98383
0.1	7	0.8	0.66856	0.8	0.65795	0.67783	0.66775	0.61329	1.0801
1	7	0.74286	0.607	0.74286	0.58393	0.59179	0.58783	0.52091	0.92625
10	7	0.6619	0.56419	0.67619	0.52182	0.58128	0.54995	0.47286	0.92242
100	7	0.69048	0.57632	0.69048	0.55961	0.5642	0.5619	0.49098	0.87417
1000	7	0.65714	0.54421	0.65714	0.52419	0.53727	0.53065	0.45395	0.84508
10000	7	0.65714	0.54421	0.65714	0.52419	0.53727	0.53065	0.45395	1.0289
1e-05	100	0.53333	0.44671	0.56667	0.27119	0.59376	0.37232	0.22461	2.009
0.0001	100	0.47143	0.43864	0.5381	0.26285	0.62627	0.37029	0.2173	2.0025
0.001	100	0.51905	0.5015	0.58571	0.35387	0.59606	0.44409	0.32688	1.8753
0.01	100	0.48571	0.48005	0.57143	0.28591	0.63153	0.39361	0.25042	1.8769
0.1	100	0.50952	0.52348	0.55714	0.37082	0.67685	0.47914	0.36535	1.8146
1	100	0.6381	0.54835	0.65714	0.38215	0.66667	0.48582	0.3757	1.8413
10	100	0.75238	0.64487	0.75238	0.59478	0.69655	0.64166	0.57857	1.737
100	100	0.7381	0.60488	0.7381	0.60026	0.61051	0.60534	0.54113	1.5214
1000	100	0.64286	0.48803	0.64286	0.47496	0.489	0.48188	0.39699	1.7365
10000	100	0.65714	0.51931	0.67143	0.50557	0.52151	0.51342	0.43361	1.8453
1e-05	200	0.2619	0.13927	0.27619	0.14654	0.70213	0.24247	0.016716	5.9435
0.0001	200	0.3	0.18711	0.30952	0.15745	0.60755	0.25008	0.038081	5.992
0.001	200	0.42857	0.37595	0.49524	0.2666	0.58424	0.36612	0.2169	6.8115
0.01	200	0.59048	0.49322	0.59048	0.37955	0.52775	0.44154	0.33404	7.1674
0.1	200	0.53333	0.46427	0.57619	0.34353	0.58259	0.43221	0.31212	6.3035
1	200	0.81429	0.71743	0.81429	0.67608	0.69163	0.68377	0.63214	5.2313
10	200	0.75238	0.64947	0.75238	0.62304	0.63941	0.63112	0.57079	4.9964
100	200	0.73333	0.60491	0.73333	0.59761	0.60821	0.60286	0.53823	4.273
1000	200	0.69048	0.54498	0.69048	0.52124	0.53202	0.52657	0.44939	3.9245
10000	200	0.61905	0.52299	0.62381	0.48241	0.5179	0.49952	0.41555	4.1451
1	60	0.904	0.83087	0.904	0.8188	0.82525	0.82201	0.80225	15.315
