0.01	15	0.35452	0.32159	0.38149	0.22603	0.24945	0.23716	0.17753	6.9764
0.05	15	0.32709	0.3107	0.35942	0.22016	0.2513	0.2347	0.17384	3.7911
0.1	15	0.32798	0.32332	0.36254	0.22192	0.25401	0.23688	0.17612	3.8807
0.2	15	0.31349	0.30657	0.36499	0.21298	0.24589	0.22825	0.16653	3.7134
0.01	20	0.34983	0.31969	0.40758	0.22254	0.25505	0.23768	0.17694	4.3745
0.05	20	0.32731	0.31537	0.38328	0.2246	0.25611	0.23932	0.17886	4.1446
0.1	20	0.32174	0.32146	0.36611	0.22458	0.2554	0.239	0.17859	3.7981
0.2	20	0.33133	0.32266	0.38082	0.22363	0.25779	0.2395	0.17872	3.8144
0.01	30	0.34627	0.33657	0.39153	0.22829	0.26493	0.24525	0.18473	3.9557
0.05	30	0.35006	0.33984	0.40647	0.24011	0.27495	0.25635	0.19711	3.9122
0.1	30	0.32798	0.32482	0.36611	0.22512	0.26161	0.242	0.18118	4.0348
0.2	30	0.34247	0.33044	0.38105	0.23084	0.26717	0.24768	0.18743	3.961
0.01	40	0.36433	0.33005	0.39599	0.21584	0.24987	0.23161	0.17007	4.2486
0.05	40	0.34649	0.32831	0.40134	0.22857	0.26478	0.24535	0.18489	4.1562
0.1	40	0.34181	0.33017	0.38239	0.22484	0.27057	0.2456	0.184	4.0854
0.2	40	0.32731	0.31834	0.37079	0.22352	0.25483	0.23815	0.1776	4.3586
0.01	50	0.33378	0.32565	0.3786	0.20599	0.25045	0.22606	0.16255	4.4297
0.05	50	0.3427	0.31934	0.38952	0.22222	0.25543	0.23767	0.17683	4.5249
0.1	50	0.34448	0.32261	0.37503	0.22098	0.25803	0.23807	0.17679	4.5219
0.2	50	0.332	0.31992	0.37012	0.21828	0.2627	0.23844	0.17626	4.448
0.01	60	0.36678	0.34628	0.40535	0.22646	0.26875	0.2458	0.18464	4.7616
0.05	60	0.36366	0.33689	0.39509	0.22593	0.27541	0.24823	0.18647	4.918
0.1	60	0.35741	0.34545	0.4	0.23774	0.28174	0.25788	0.19775	4.7792
0.2	60	0.36076	0.34133	0.40178	0.24187	0.26886	0.25465	0.19617	4.9313
0.01	75	0.34983	0.34934	0.39621	0.2303	0.27182	0.24935	0.18865	5.4051
0.05	75	0.37079	0.34789	0.41137	0.24036	0.28257	0.25976	0.20002	5.4214
0.1	75	0.3592	0.34206	0.40379	0.23901	0.27671	0.25648	0.19693	5.4324
0.2	75	0.34671	0.32651	0.38372	0.22803	0.26076	0.2433	0.18307	5.4162
0.01	100	0.34783	0.3551	0.39889	0.22511	0.29862	0.25671	0.19312	6.9979
0.05	100	0.35608	0.33983	0.38997	0.22826	0.27812	0.25074	0.18919	6.9131
0.1	100	0.36499	0.33411	0.39889	0.23543	0.27086	0.25191	0.19218	6.9941
0.2	100	0.34738	0.33089	0.38417	0.23116	0.26684	0.24772	0.18756	6.9253
0.01	120	0.37882	0.36846	0.42096	0.23622	0.30674	0.2669	0.20482	8.9253
0.05	120	0.36499	0.33921	0.39978	0.22966	0.27449	0.25008	0.18906	8.8176
0.1	120	0.3534	0.34062	0.39487	0.23125	0.27926	0.253	0.19191	9.038
0.2	120	0.33556	0.33127	0.3806	0.2279	0.26915	0.24682	0.18589	9.5598
0.0001	15	0.35808	0.32709	0.39465	0.23926	0.23925	0.23926	0.18279	5.7303
0.0005	15	0.3592	0.32182	0.3942	0.23665	0.23788	0.23726	0.18049	3.6955
0.001	15	0.36321	0.31188	0.39331	0.23452	0.23839	0.23644	0.17926	3.5737
0.005	15	0.36187	0.31299	0.37637	0.22451	0.23575	0.23	0.17134	3.6587
0.01	15	0.35452	0.32159	0.38149	0.22603	0.24945	0.23716	0.17753	3.7021
0.05	15	0.32709	0.3107	0.35942	0.22016	0.2513	0.2347	0.17384	3.8242
0.1	15	0.32798	0.32332	0.36254	0.22192	0.25401	0.23688	0.17612	3.7614
0.5	15	0.31616	0.28645	0.35942	0.20569	0.22876	0.21661	0.15513	3.6577
1	15	0.32263	0.30872	0.37882	0.2181	0.25332	0.2344	0.17298	3.7077
5	15	0.33868	0.31379	0.38907	0.22913	0.25738	0.24244	0.18268	3.742
10	15	0.33623	0.31415	0.38885	0.22818	0.26175	0.24381	0.18353	3.8334
50	15	0.33779	0.31559	0.39086	0.23033	0.26328	0.24571	0.18568	3.8857
100	15	0.33802	0.31317	0.38997	0.22951	0.26172	0.24456	0.18451	3.9409
500	15	0.33802	0.31368	0.38997	0.22962	0.26185	0.24468	0.18464	4.1268
1000	15	0.3369	0.31279	0.38974	0.22899	0.2618	0.2443	0.18415	5.1897
5000	15	0.36366	0.28505	0.39688	0.22055	0.23495	0.22752	0.16823	4.0138
10000	15	0.3039	0.29057	0.34738	0.1986	0.20581	0.20214	0.14178	3.9272
