0.01	10	0.854	0.80773	0.854	6.7193
1	10	0.832	0.78373	0.832	3.26
100	10	0.8325	0.7833	0.8325	3.2276
0.01	50	0.765	0.77921	0.857	6.1467
1	50	0.7935	0.71431	0.7935	6.7003
100	50	0.774	0.78046	0.8685	7.6072
0.01	100	0.7145	0.70063	0.797	12.304
1	100	0.7515	0.75733	0.8375	10.474
100	100	0.768	0.74153	0.7685	10.475

