0.01	20	0.36044	0.51463	0.44342	4.0732
1	20	0.35038	0.44679	0.40109	4.1736
100	20	0.32775	0.38164	0.36379	4.2832
0.01	50	0.38391	0.5189	0.46563	5.4149
1	50	0.38935	0.49132	0.44552	5.4299
100	50	0.34325	0.36313	0.37594	5.2661
0.01	100	0.42079	0.49636	0.50838	10.344
1	100	0.41199	0.50469	0.49581	10.138
100	100	0.3969	0.4264	0.46018	9.8443
