0.01	31	0.126	0.10711	0.1381	48.825
1	31	0.13953	0.11335	0.15317	46.38
100	31	0.14267	0.12122	0.17417	59.024
0.01	50	0.1175	0.099773	0.1319	53.077
1	50	0.13887	0.10839	0.16363	52.975
100	50	0.14947	0.12655	0.18693	53.554
0.01	100	0.14203	0.10327	0.166	82.846
1	100	0.1444	0.10673	0.16927	85.029
100	100	0.1358	0.11625	0.16223	84.161
