0.01	102	0.21424	0.42994	0.257	43.248
1	102	0.18777	0.38267	0.22157	42.083
100	102	0.1449	0.32694	0.17235	41.038
0.01	50	0.22124	0.43073	0.2488	24.456
1	50	0.19094	0.39772	0.21883	24.526
100	50	0.14775	0.3183	0.17323	23.441
0.01	100	0.20801	0.43192	0.24267	47.464
1	100	0.18471	0.38738	0.2126	42.734
100	100	0.153	0.32518	0.1811	46.918
