0.01	7	0.41927	0.39273	0.49796	2.5248
1	7	0.40027	0.31012	0.43012	2.54
100	7	0.37653	0.27771	0.3962	2.2391
0.01	50	0.53935	0.42845	0.65875	3.5404
1	50	0.47761	0.36286	0.54681	3.8375
100	50	0.43826	0.32359	0.46947	3.2419
0.01	100	0.69471	0.46682	0.77069	6.3573
1	100	0.46947	0.34269	0.50271	6.6423
100	100	0.49932	0.35265	0.56038	5.9437
