0.01	6	0.42323	0.25568	0.48193	31.168
1	6	0.42371	0.25601	0.4823	30.808
100	6	0.45213	0.27342	0.49275	30.749
0.01	50	0.43347	0.27105	0.50938	180.61
1	50	0.43272	0.27032	0.50832	169.65
100	50	0.43629	0.22184	0.53044	174.79
0.01	100	0.44893	0.28739	0.51237	361.77
1	100	0.44845	0.28679	0.51295	387.03
100	100	0.40905	0.24652	0.51722	343.85
